"@title","English"
"#05565","Babe"
"#05567","Giant Robot"
"#05569","Monster"
"#05571","Hero"
"#05573","Dragon"
"#05575","Combos"
"#05576","100%ing Achievements"
"#05577","Rare Items"
"#05578","Pixel Art"
"#05579","Famous Graphic Artist"
"#05580","Deluxe Bonuses"
"#05581","Voiced Lines"
"#05582","Hidden Secrets"
"#05583","Celeb Voice Actor"
"#05584","Collab with Celebs"
"#05585","Online Battles"
"#05586","Item Fusion"
"#05587","Card Battles"
"#05588","Real Time Link"
"#05589","Event Updates"
"#05590","3D Characters"
"#05591","=#03295"
"#05592","Multiple Endings"
"#05593","Pre-Registration Bonus"
"#05594","Manga Characters"
"#05595","Cutscenes"
"#05596","DLC"
"#05597","Anime Characters"
"#05598","Gacha"
"#05599","Co-Op"
"#05605","Recieve Data"
"#05606","Enter Code"
"#05607","Last updated <0><br> We've found data associated with your Kairo's account. <br> Do you want to restore with this data?"
"#05608","Find from<br>KairoLand's friend."
"#05612","10s"
"#05613","=#05047"
"#05614","=#05046"
"#05615","20s"
"#05616","30s"
"#05617","40s"
"#05618","=#00000"
"#05619","=#00490"
"#05620","=#00484"
"#05621","=#00486"
"#05622","=#00492"
"#05623","=#00480"
"#05624","=#00419"
"#05625","=#05114"
"#05626","Take an studio photo and share it on social media."
"#05627","Exchange <0> Coins for money?"
"#05628","You obtained [m]<0>"
"#05629","You lack <0> Coins. Buy them in the Shop?"
"#05630","You got <0> via push notification."
"#05631","Kairo Land"
"#05632","Share"
"#05633","Rankings Here"
"#05634","""Social Dev Story."" https://appli.kairogame.jp/?gid=99&r=share. Join us in developing social-network games! Let's aim for 100 million downloads!"
"#05635","Use <0> Coins to train immediately?"
"#05636","Your Profile"
"#05637","Log in again"
"#05638","Kairo Account"
"#05639","Logging in"
"#05640","I really like <ゲーム名> these days."
"#05641","I've been playing <ゲーム名> every day."
"#05642","I just can't seem to complete <ゲーム名>."
"#05643","I just can't put <ゲーム名> down!"
"#05644","The record for downloads is <DL数>."
"#05649","x"
"#05650","If you're using Tapjoy, enable Ad Tracking and restart the app.<br>Settings > Privacy > Ads > Ad Tracking"
"#05651","Press the + Button to enter Cursor Mode.<br>Move the cursor with the Left Stick or the<br>directional buttons and press A/Y as an<br>alternative to tapping the touch screen.<br>Press the + Button again to exit this mode."
"#05652","Please restart the software."
"#05653","Demo"
"#05654","Well done!<br>You've finished the Demo version."
"#05655","MMO"
"#05656","FPS"
"#05657","dummy"
"#05658","Coins"
"#05659","Card&Card Battle&Charm Cards"
"#05660","A simple card game.&A thrilling card game.&A pretty card game."
"#05661","Hearts&Spades&Diamonds"
"#05662","A simple classic card game.&An exciting classic card game.&An innovative classic card game."
"#05663","Minigames&Minigames&Mini Collection"
"#05664","Simple minigames.&Thrilling minigames.&Innovative minigames."
"#05665","Arcade&Gold Nugget&Shiny"
"#05666","A simple arcade game.&An exciting arcade game.&An innovative arcade game."
"#05667","Adventure&Absolute ADV&Secrets Await"
"#05668","An easy adventure game.&A large-scale adventure game.&A mysterious adventure game."
"#05669","Escape!&Break out&Trapped?"
"#05670","An easy escape game.&A crazy escape game.&A hardcore escape game."
"#05671","Talk&Chatty Chat&What's up?"
"#05672","A simple interactive chat.&An exciting interactive chat.&A sophisticated interactive chat."
"#05673","Kids&Kiddies&Children"
"#05674","A kids' game for beginners.&A fast-paced kids' game.&An innovative kids' game."
"#05675","Let's Learn&Study&Play&Learn"
"#05676","Bare-bones educational game.&Learn while having fun.&Seriously good for studying."
"#05677","Party&Woohoo!&Party Time"
"#05678","A simple party game.&Everyone's favorite.&Fun-filled party game."
"#05679","Mystery&Hidden Truth&Deduction"
"#05680","A satisfying mystery game.&An exciting mystery game.&A challenging mystery game."
"#05681","Vis-Nov&Terror Tales&Super Saga"
"#05682","A super-hard visual novel.&An exciting visual novel.&An impressive visual novel."
"#05683","Board Game&All A-Board&B-Game"
"#05684","An easy board game.&An addictive board game.&An innovative board game."
"#05685","Quiz&Who knows?&IQ-uiz"
"#05686","A simple quiz game.&An exciting quiz game.&A hardcore quiz game."
"#05687","Puzzle&Solve-It&Razzle-Puzzle"
"#05688","A simple puzzle game.&An exciting puzzle game.&A puzzle game to get hooked on."
"#05689","Fitness&Get Fit&Exerciser"
"#05690","A starter fitness game.&An exciting fitness game.&A serious fitness game."
"#05691","VR Experience&Virtuality&Immersion"
"#05692","A realistic VR game.&A satisfying VR game.&A sophisticated VR game."
"#05693","Tabletop&Tabletop Fun&Let's play!"
"#05694","A simple tabletop game.&An exciting tabletop game.&A futuristic tabletop game."
"#05695","Casual&Fun Fun!&Anytime gaming!"
"#05696","A simple casual game.&An exciting casual game.&An innovative casual game."
"#05697","Rhythm&Shake It&Dance Trance"
"#05698","An intense rhythm game.&An exciting rhythm game.&An innovative rhythm game."
"#05699","Action&Action-Packed&Jump!"
"#05700","A masterpiece of an action game.&An exciting action game.&An innovative action game."
"#05701","Quick'n'Easy&Mash It&Click!"
"#05702","A simple one button game.&A new and improved one button game.&An innovative one button game."
"#05703","Variety&Everyone Together!&Come on!"
"#05704","A simple variety game.&A hilarious variety game.&A fun-filled variety game."
"#05705","Shooting&Shoot 'em up&Target Locked"
"#05706","A bullet hell game.&A realistic shooting game.&A side-scrolling shooting game."
"#05707","Sim&Dev Studio&Destiny"
"#05708","A simple simulation game.&A large-scale simulation game.&An incredible simulation game."
"#05709","Manage&Your Own&Diary"
"#05710","A satisfying Management Sim&A realistic Management Sim&An addictive Management Sim"
"#05711","MOBA&Massive Battles&Attack!"
"#05712","A satisfying MOBA.&An exciting MOBA.&A realistic MOBA."
"#05713","Love Adventure&Romance&Heartfelt"
"#05714","A satisfying dating sim.&A feel-good dating sim.&A tactical dating sim."
"#05715","Motion Game&Live It&Impact"
"#05716","A satisfying motion game.&An exciting motion game.&An innovative motion game."
"#05717","Type It&Quick Type&Typing Master"
"#05718","A popular typing game.&An exciting typing game.&An innovative typing game."
"#05719","Music Game&Musician&Sounds"
"#05720","A fun-filled music game.&An exciting music game.&An innovative music game."
"#05721","Heroes&Quest&Epic Adventure"
"#05722","A satisfying RPG.&An RPG with stunning graphics.&A masterpiece of an RPG."
"#05723","Versus&Fight!&Battle!"
"#05724","A satisfying fighting game.&A realistic fighting game.&An intense fighting game."
"#05725","Action Adventure&New Adventure&All-Out Battle"
"#05726","A strikingly original action-adventure.&A much-anticipated action-adventure.&A popular action-adventure."
"#05727","Sports&Pro Sports&Match-Ready"
"#05728","A satisfying sports game.&A realistic sports game.&An epic sports game."
"#05729","Take-off!&Vehicle Sim&Ready, Go"
"#05730","An epic vehicle sim.&An exciting vehicle sim.&A realistic vehicle sim."
"#05731","Race&Drifting&Championship"
"#05732","A satisfying racing game.&An epic racing game.&A realistic racing game."
"#05733","Happy Days&Comfy Life&Bliss"
"#05734","A satisfying life sim.&An exciting life sim.&An innovative life sim."
"#05735","Tower Defense&Defend!&Great War"
"#05736","An addictive tower defense game.&An innovative tower defense game.&A tactically challenging tower defense game."
"#05737","Strategy&Empire&Tactics"
"#05738","A satisfying strategy game.&An epic strategy game.&An addictive strategy game."
"#05739","Multimedia Franchise&Crossover&All Stars"
"#05740","A satisfying game with popular characters.&An exciting game with popular characters.&An innovative game with popular characters."
"#05741","Unleash Imagination&Own Adventure&Experiment"
"#05742","A satisfying sandbox game.&An exciting sandbox game.&An innovative sandbox game."
"#05743","MMO&Saga&Online"
"#05744","A satisfying MMO.&An exciting MMO.&An epic MMO."
"#05745","Breath-taking&Fast-Paced&Great Adventure"
"#05746","A satisfying action RPG.&An exciting action RPG.&An epic action RPG."
"#05747","Vehicular Combat&Fastest&Rev It Up"
"#05748","A satisfying vehicular combat game.&An exciting vehicular combat game.&A realistic vehicular combat game."
"#05749","FPS&Shoot 'em up&Guns Blazing"
"#05750","A satisfying FPS.&A realistic FPS.&An epic FPS."
"#05751","Grow!&Own Pet&Pet Life"
"#05752","A satisfying pet-raising sim.&A relaxing pet-raising sim.&An addictive pet-raising sim."
"#05753","Apartment&Residence&Neighbor"
"#05754","Detached House&Home&Domicile"
"#05755","Sea&Sea Voyage&Ship"
"#05756","Company&Firm&Business"
"#05757","City&Urban&Town"
"#05758","Nature&Farm&Countryside"
"#05759","Modern&Global&Worldwide"
"#05760","Stadium&Racecourse&Athletic Meet"
"#05761","Old Japan&Old Capital&Feudal"
"#05762","Hot Springs&Spa&Al Fresco"
"#05763","Ruins&Fossil&Excavate"
"#05764","Island&Isle&Desert Island"
"#05765","Alt. Universe&Spirit World&Another Dimension"
"#05766","Game Company&Dev Days&Game Studio"
"#05767","Hotel&Guesthouse&Luxury"
"#05768","Earth&Planet&Gaia"
"#05769","Primitive&Mammoth&Neanderthal"
"#05770","Prison&Cell&Gloom"
"#05771","Ancient&History&Ancient Civilization"
"#05772","VR&Cyber&Digital"
"#05773","Wild West&Gunman&Prairie"
"#05774","Dungeon Crawling&Cavern&Underground"
"#05775","Future&Near Future&Futuristic"
"#05776","Campus&School&Academy"
"#05777","Fantasy&Story&Legend"
"#05778","Deep Sea&Ocean Trench&Underwater"
"#05779","Warzone&War&Frontline"
"#05780","Medieval&Knights&Nobles"
"#05781","Space&Galaxy&Astro"
"#05782","Basketball&Dunk&Jump Ball"
"#05783","Bowling&Split&Roll"
"#05784","Billiards&Snooker&9-Ball"
"#05785","Seaweed&Seaside&Wakame"
"#05786","Tennis&Smash&Serve"
"#05787","Karate&Fight&Battle"
"#05788","Horseracing&Stallion&Horsey"
"#05789","Running&Sprinter&Dash"
"#05790","Soccer&Team&Football"
"#05791","Baseball&Strike&Home Run"
"#05792","Ping Pong&Table Tennis&Rally"
"#05793","Tricks&Illusion&Secret"
"#05794","Travel&Journey&Ticket"
"#05795","Youth&Coming of Age&Teenage"
"#05796","Glamour&Excitement&Flirting"
"#05797","Unique&Kingdom&Unite"
"#05798","Airplane&Jet&Fly"
"#05799","Underwear&Lace&Strawberry"
"#05800","Computers&Hacker&Beep Boop"
"#05801","Sports Cars&Full Speed&Nitro Boost"
"#05802","Fishing&Angling&Sea Fishing"
"#05803","Sumo&Wrestlers&Arena"
"#05804","Play&Figurines&Plushies"
"#05805","Mystery&Puzzling&Peculiar"
"#05806","Dream&Dream&Uncanny"
"#05807","Cuteness&Adorable&Infatuated"
"#05808","Treasure&Loot&Riches"
"#05809","Cat Ears&Kitty Ears&Meow"
"#05810","Animation&Hit Series&Characters"
"#05811","Office Worker&Necktie&Business"
"#05812","Detective&Gadgets&Sleuth"
"#05813","High Schooler&Schoolgirls&Schoolboys"
"#05814","Socially Inept&Clumsy&Pretentious"
"#05815","Casino&Jackpot&Frenzy"
"#05816","Police&Officer&Police Station"
"#05817","Chef&Cooking&Recipes"
"#05818","Politician&Legislator&Minister"
"#05819","Teacher&Educator&Principal"
"#05820","Spy&Secrets&Espionage"
"#05821","Otaku&Akihabara&Weeb"
"#05822","Family&Family&Everyone"
"#05823","Kid&Child&Friendship"
"#05824","Thief&Stealth&Break-In"
"#05825","Demon&Fiend&Netherworld"
"#05826","Magic&Spells&Wand"
"#05827","Prince&Royal Highness&Starry"
"#05828","Secretary&Assistant&Clerk"
"#05829","Firefighter&Firefighting&Rescue"
"#05830","Doctor&Medic&Physician"
"#05831","Ghosts&Specters&Eerie"
"#05832","Insects&Bugs&Creepy Crawlies"
"#05833","Punk&Delinquent&Tough Guy"
"#05834","Genius&180 IQ&Brainiac"
"#05835","Money&Affluence&Entrepreneur"
"#05836","Ninja&Ninja Skills&Shinobi"
"#05837","King&His Majesty&Royal"
"#05838","Princess&Her Highness&Regal"
"#05839","Animal&Critter&Wildlife"
"#05840","Chimp&Chimpan Z&Chimpanzee"
"#05841","Pop Idol&Celebrity&Star"
"#05842","Hunk&Hottie&Dashing"
"#05843","Alien&Extraterrestrial&UFO"
"#05844","Shogun&Warrior&Swordmaster"
"#05845","Pirate&Buccaneer&Corsair"
"#05846","Champion&Legendary&Chosen One"
"#05847","Kitty&Kitten&Meow"
"#05848","Babe&Cutie&Lady"
"#05849","Mecha&Weapon&Robot"
"#05850","Monster&Beast&Monsters"
"#05851","Hero&Brave&Valiant"
"#05852","Wyvern&Serpent&Drake"
"#05853","O_O"
"#05854","Teehee!"
"#05855","Any workers who are awake will have their HP fully restored."
"#05856","<co=c8fdff>Game Development</co><br><co=8bffcd>Start"
"#05857","=#05649"
"#05858","You got <0>G!"
"#05859","You got <0> Coins!"
"#05860","Compatibility"
"#05861","Lasting"
"#05862","=#03244"
"#05863","=#03660"
"#05864","Not a clue"
"#05865","Just awful..."
"#05866","Annnd delete"
"#05867","This won't do"
"#05868","Not bad"
"#05869","Boring!"
"#05870","Not sure..."
"#05871","It happens"
"#05872","Keep at it"
"#05873","=#04542"
"#05874","Pretty average"
"#05875","Nice!"
"#05877","Just a bit more..."
"#05878","It's fine"
"#05879","=#05212"
"#05880","=#04550"
"#05881","I might like this"
"#05882","Heh heh"
"#05883","That was good"
"#05884","=#04548"
"#05885","It's the best!"
"#05886","Superb!"
"#05887","My favorite!"
"#05888","A masterpiece!"
"#05889","Best there is!"
"#05890","I love this!"
"#05891","Handstands<br>Walking<br>Festivals<br>It's a secret!"
"#05892","Cooking<br>Sports<br>Astronomy<br>It's a secret!"
"#05893","Broke my arm<br>Broke my leg<br>Hurt my ear<br>It's a secret!"
"#05894","Bruised my thigh<br>Hurt my back<br>Hurt my tummy<br>It's a secret!"
"#05895","Bowling alleys<br>Shopping malls<br>Riverside<br>It's a secret!"
"#05896","Friend's place<br>Abroad<br>Tropical Island<br>It's a secret!"
"#05897","Got dumped<br>Failed a test<br>Cracked an egg<br>It's a secret!"
"#05898","Scratched a CD<br>Lost my keys<br>Got sick<br>It's a secret!"
"#05899","Romance<br>Programming<br>Judo<br>It's a secret!"
"#05900","Cultivating charisma<br>Acrobatics<br>Job hunting<br>It's a secret"
"#05901","Private junior-high school<br>Public high school<br>Third-rate university<br>It's a secret!"
"#05902","Prestigious kindergarten<br>Famous elementary school<br>Vocational school<br>It's a secret!"
"#05903","Comedy contest<br>Photo contest<br>Choir contest<br>It's a secret!"
"#05904","Rock-paper-scissors tournament<br>Horse race<br>Soccer championship<br>It's a secret!"
"#05905","My lack of flexibility<br>My looks<br>Learning ability<br>It's a secret!"
"#05906","My speed<br>My height<br>Having a famous relative<br>It's a secret!"
"#05907","Jungle<br>Volcano<br>Countryside<br>It's a secret!"
"#05908","Mountains<br>Canyons<br>Desert<br>It's a secret!"
"#05909","Philippines<br>UK<br>Malaysia<br>It's a secret!"
"#05910","Australia<br>Austria<br>Oman<br>It's a secret!"
"#05911","First date<br>A weird dare<br>School camp<br>It's a secret!"
"#05912","First time driving<br>Enrollment ceremony<br>Cultural festival<br>It's a secret!"
"#05913","Failed to diversify my business<br>Business shut down due to anti-monopoly laws<br>Scientific experiment led to explosion<br>It's a secret!"
"#05914","Sang badly at karaoke<br>Crashed a car<br>Got scammed when renting flat<br>It's a secret!"
"#05915","Typhoon<br>Hurricane<br>Tornado<br>It's a secret!"
"#05916","That shocking hoax<br>Government apologizing for incompetence<br>Celeb getting arrested<br>It's a secret!"
"#05917","Architectural designs<br>Invention<br>Song lyrics<br>It's a secret!"
"#05918","Video<br>Film<br>Anime<br>It's a secret!"
"#05919","=#05000"
"#05920","=#04385"
"#05921","=#04996"
"#05922","=#04633"
"#05923","DL <0>%UP"
"#05924","DL <0>%DOWN"
"#05925","<bo=02146f>Fully recovered in<br><co=fff000><0>mins and <1>secs</co>.</bo>"
"#05926","Rcmd."
"#05927","Thank you for playing <br>Social Dev Story.<br>Please kindly review if you like it."
